,tmpf,relh,sknt,alti,vsby,skyl1
1270,78.8,65.33,6.0,30.03,6.21,2000.0
39028,75.2,69.14,6.0,29.97,6.21,1800.0
12475,60.8,93.79,2.0,30.15,3.73,900.0
1600,73.4,83.21,6.0,30.03,6.21,1200.0
6690,71.6,78.04,10.0,30.06,6.21,3000.0
39682,78.8,50.69,13.0,29.91,6.21,4000.0
39895,71.6,83.09,3.0,29.91,6.21,900.0
12046,51.8,93.55,3.0,30.12,2.49,3000.0
33986,82.4,61.81,2.0,29.91,6.21,4000.0
16699,66.2,88.18,3.0,29.85,6.21,2000.0
38015,62.6,77.29,4.0,30.18,6.21,2500.0
22975,59.0,82.25,5.0,30.12,4.35,1300.0
31126,86.0,23.59,4.0,30.0,6.21,3000.0
33938,80.6,61.58,5.0,30.12,6.21,4000.0
26927,69.8,88.34,6.0,30.06,6.21,700.0
34328,73.4,83.21,4.0,29.94,6.21,3500.0
40669,66.2,93.92,3.0,30.0,6.21,3000.0
24987,68.0,93.97,2.0,29.83,3.11,400.0
1056,75.2,73.61,6.0,30.0,6.21,3000.0
982,80.6,65.54,13.0,29.94,6.21,3000.0
27311,73.4,88.51,3.0,29.97,6.21,4000.0
8981,69.8,88.34,5.0,30.0,6.21,2500.0
19973,59.0,93.74,2.0,30.0,6.21,3000.0
21709,73.4,60.67,3.0,30.12,6.21,3000.0
36700,64.4,88.09,2.0,30.15,6.21,3000.0
29325,51.8,66.48,0.0,30.09,6.21,3000.0
13829,68.0,72.92,3.0,30.09,6.21,4000.0
32372,68.0,49.1,5.0,30.06,6.21,3000.0
2092,64.4,82.62,4.0,30.09,6.21,1200.0
30966,57.2,87.74,6.0,30.21,3.11,1000.0
5222,80.6,34.41,3.0,30.0,6.21,3000.0
3054,77.0,57.36,7.0,30.0,6.21,2500.0
12412,66.2,93.92,2.0,30.06,1.55,700.0
34444,71.6,88.43,10.0,29.85,0.75,800.0
28381,77.0,61.13,7.0,30.0,6.21,4000.0
14505,78.8,50.69,9.0,29.94,6.21,3000.0
11536,73.4,73.44,4.0,30.12,6.21,4000.0
4162,59.0,87.83,7.0,30.3,6.21,3000.0
37680,50.0,93.5,4.0,30.03,3.11,800.0
16503,69.8,77.9,3.0,30.06,6.21,2000.0
17103,77.0,73.78,0.0,29.94,6.21,2500.0
11072,64.4,88.09,0.0,30.09,2.49,1200.0
2950,64.4,88.09,0.0,30.06,4.97,1500.0
15861,71.6,64.48,6.0,30.03,6.21,2500.0
3768,68.0,77.75,0.0,29.97,6.21,3000.0
33174,73.4,83.21,4.0,30.0,6.21,3000.0
9182,69.8,94.01,2.0,29.94,3.73,700.0
36983,59.0,82.25,9.0,30.21,6.21,2500.0
14449,78.8,44.52,5.0,30.06,6.21,3000.0
19743,77.0,61.13,2.0,30.09,6.21,3500.0
22191,71.6,53.03,5.0,30.21,6.21,3000.0
33180,87.8,55.29,4.0,29.88,6.21,3500.0
14729,57.2,93.69,2.0,30.15,4.35,1600.0
9276,68.0,93.97,0.0,30.0,6.21,1200.0
31432,91.4,15.05,5.0,30.09,6.21,4000.0
9666,78.8,73.95,2.0,30.03,6.21,3300.0
28491,73.4,60.67,4.0,30.12,6.21,2500.0
30472,62.6,82.5,2.0,30.24,4.97,3000.0
456,73.4,100.0,6.0,30.06,2.49,1700.0
19937,80.6,47.79,6.0,29.94,6.21,4000.0
34244,73.4,60.67,6.0,30.03,6.21,3000.0
25295,69.8,94.01,3.0,29.94,4.35,1700.0
37014,68.0,64.04,4.0,30.15,6.21,3000.0
25587,68.0,88.26,2.0,29.94,3.73,1500.0
22809,53.6,87.56,5.0,30.33,3.11,800.0
29944,62.6,82.5,4.0,30.18,4.97,1300.0
36875,64.4,63.6,2.0,30.27,6.21,2000.0
4978,68.0,64.04,6.0,30.42,6.21,1700.0
8525,84.2,51.47,4.0,29.94,6.21,3000.0
12260,66.2,77.6,2.0,30.06,6.21,2000.0
38885,77.0,50.43,3.0,30.21,6.21,3000.0
21913,53.6,93.6,3.0,30.3,6.21,3000.0
37162,51.8,81.74,2.0,30.3,6.21,3000.0
38256,62.6,67.75,4.0,30.06,4.97,3000.0
13005,57.2,93.69,1.0,30.06,6.21,600.0
31298,87.8,27.29,4.0,29.94,6.21,3000.0
20229,69.8,82.98,10.0,30.03,6.21,3000.0
18943,69.8,100.0,0.0,30.12,6.21,4000.0
32312,68.0,82.86,7.0,30.03,6.21,1200.0
24897,71.6,78.04,5.0,30.03,6.21,900.0
11330,62.6,93.83,2.0,30.12,4.97,1500.0
29393,68.0,52.51,2.0,30.09,6.21,3000.0
38748,91.4,24.37,4.0,29.91,6.21,4000.0
36315,62.6,88.0,4.0,30.03,1.37,700.0
16135,64.4,100.0,4.0,30.03,6.21,1300.0
38951,64.4,77.45,11.0,30.03,6.21,1700.0
31000,53.6,81.87,2.0,30.33,6.21,2000.0
39742,64.4,72.56,6.0,30.12,3.73,1200.0
5788,69.8,56.38,7.0,30.39,6.21,3000.0
3380,59.0,87.83,5.0,30.15,3.73,1500.0
29663,66.2,77.6,1.0,30.21,6.21,3000.0
12150,69.8,64.26,4.0,30.33,5.59,2100.0
1828,66.2,93.92,3.0,30.15,6.21,1500.0
35358,66.2,88.18,11.0,30.09,1.24,2000.0
14359,64.4,72.56,14.0,30.24,6.21,3000.0
4618,68.0,64.04,3.0,30.27,6.21,3000.0
23219,64.4,88.09,4.0,30.06,2.49,1000.0
29285,48.2,87.28,1.0,30.0,3.73,3000.0
17007,75.2,83.32,3.0,30.12,6.21,3000.0
19457,75.2,60.9,6.0,30.24,6.21,2700.0
36677,64.4,82.62,8.0,30.12,6.21,2300.0
27727,64.4,88.09,4.0,30.0,4.35,1300.0
29950,59.0,87.83,6.0,30.24,6.21,1200.0
29081,73.4,56.88,4.0,30.06,4.97,3000.0
16469,71.6,88.43,6.0,29.979231072460635,2.17,1000.0
30028,53.6,87.56,4.0,30.09,6.21,1500.0
40044,66.2,88.18,4.0,29.8,6.21,3000.0
13575,62.6,88.0,8.0,30.3,6.21,3000.0
34720,75.2,78.34,3.0,29.91,6.21,800.0
23877,62.6,77.29,11.0,30.06,6.21,3000.0
22911,66.2,72.74,6.0,30.21,4.97,1500.0
32116,66.2,88.18,3.0,30.06,6.21,4000.0
36075,64.4,72.56,5.0,30.12,6.21,3000.0
32526,80.6,61.58,2.0,30.0,6.21,2500.0
14545,60.8,63.15,13.0,29.97,6.21,3000.0
5186,55.4,87.65,2.0,30.03,6.21,1500.0
15963,69.8,82.98,7.0,30.0,6.21,2500.0
4338,62.6,51.72,8.0,30.5,6.21,2500.0
8709,77.0,65.12,9.0,29.83,6.21,2000.0
25903,69.8,88.34,3.0,29.97,3.11,500.0
19155,73.4,100.0,2.0,30.0,6.21,2500.0
40395,77.0,69.33,6.0,29.85,4.97,2500.0
21203,57.2,82.12,2.0,30.33,3.73,3000.0
32516,71.6,78.04,7.0,30.03,6.21,3000.0
27517,71.6,73.27,3.0,30.12,6.21,2000.0
31058,53.6,76.5,6.0,30.18,6.21,3000.0
10538,69.8,94.01,2.0,29.97,6.21,2500.0
1388,68.0,93.97,5.0,29.97,6.21,4000.0
9089,75.2,78.34,2.0,30.06,6.21,4000.0
25965,71.6,78.04,10.0,30.03,6.21,4000.0
27259,84.2,58.32,2.0,29.91,6.21,4000.0
6344,62.6,77.29,6.0,30.15,6.21,3000.0
39879,78.8,54.05,3.0,29.88,6.21,3000.0
6000,69.8,64.26,8.0,30.18,6.21,3000.0
9846,71.6,94.06,1.0,29.94,6.21,2000.0
3790,68.0,59.97,14.0,30.06,6.21,2000.0
28817,82.4,34.69,5.0,30.09,6.21,4000.0
38419,57.2,87.74,2.0,30.03,4.97,3000.0
3906,62.6,82.5,6.0,30.27,6.21,2500.0
6618,66.2,93.92,4.0,30.12,6.21,1500.0
7095,68.0,93.97,5.0,29.7,3.73,2000.0
11978,55.4,71.64,12.0,29.91,4.35,2000.0
7486,66.2,59.74,1.0,29.85,6.21,3000.0
1006,80.6,69.71,14.0,29.85,6.21,3000.0
11446,66.2,93.92,2.0,30.18,4.97,1500.0
2388,77.0,78.48,6.0,30.06,6.21,1500.0
2776,60.8,87.92,7.0,30.12,3.73,1000.0
10058,75.2,83.32,7.0,29.97,6.21,2600.0
23243,66.2,88.18,6.0,30.06,2.49,800.0
24733,91.4,36.08,5.0,29.88,6.21,3000.0
1278,71.6,83.09,2.0,30.0,6.21,2000.0
9546,71.6,78.04,5.0,29.94,6.21,1300.0
27945,69.8,88.34,4.0,30.09,3.73,2000.0
20639,64.4,82.62,3.0,30.15,6.21,4000.0
7147,66.2,88.18,2.0,29.97,6.21,1500.0
12110,64.4,77.45,11.0,30.21,6.21,3500.0
24775,68.0,88.26,4.0,30.03,2.49,1300.0
34592,68.0,93.97,2.0,29.94,1.55,400.0
5708,69.94286417443999,73.91634902609485,2.0,30.09,3.73,3000.0
8388,69.8,82.98,3.0,30.0,6.21,3000.0
35164,82.4,58.08,4.0,30.0,6.21,4000.0
31886,69.8,88.34,7.0,30.12,2.49,800.0
36789,57.2,82.12,2.0,30.24,6.21,1100.0
5800,55.4,93.65,2.0,30.33,6.21,3000.0
36031,68.0,59.97,3.0,30.27,6.21,3000.0
17783,84.2,58.32,3.0,30.06,6.21,3000.0
9107,68.0,93.97,0.0,30.03,6.21,1500.0
25443,66.2,82.74,3.0,29.97,4.97,1500.0
24573,80.6,47.79,2.0,29.91,6.21,4000.0
13397,66.2,77.6,3.0,30.24,2.8,800.0
13373,71.6,49.64,1.0,30.27,6.21,3000.0
12937,53.6,93.6,0.0,30.15,6.21,3000.0
18453,71.6,78.04,2.0,30.0,4.35,1500.0
2758,66.2,93.92,3.0,29.97,6.21,600.0
24247,68.0,72.92,2.0,30.12,6.21,2000.0
25193,75.2,73.61,14.0,29.85,6.21,2500.0
5304,57.2,93.69,2.0,30.06,4.35,3000.0
2408,69.8,88.34,2.0,30.03,3.11,1500.0
11234,60.8,87.92,5.0,30.27,6.21,3000.0
38610,82.4,51.21,4.0,30.0,4.97,3000.0
27873,73.4,73.44,5.0,30.12,6.21,1700.0
11490,73.4,49.9,2.0,30.09,6.21,3000.0
14439,66.2,63.82,3.0,30.06,6.21,2000.0
10622,77.0,78.48,5.0,30.06,6.21,1400.0
6420,66.2,82.74,5.0,30.15,6.21,2000.0
40046,62.6,93.83,3.0,29.77,6.21,2000.0
25989,73.4,73.44,10.0,30.09,6.21,3000.0
5902,53.6,100.0,0.0,30.21,1.24,3000.0
34994,86.0,45.61,4.0,29.97,6.21,3000.0
33474,69.8,82.98,4.0,30.0,6.21,4000.0
37813,64.4,51.98,3.0,30.39,6.21,2500.0
17811,91.4,46.41,6.0,29.94,6.21,4000.0
20373,73.4,78.19,6.0,30.03,6.21,4000.0
11988,68.0,40.0,14.0,29.97,6.21,3000.0
24021,78.8,50.69,9.0,29.91,6.21,3000.0
9097,71.6,83.09,3.0,29.7,6.21,3500.0
33270,75.2,73.61,3.0,29.91,6.21,1300.0
20161,71.6,83.09,0.0,30.0,6.21,3000.0
23107,71.6,60.44,5.0,30.21,6.21,3000.0
15369,66.2,93.92,5.0,30.0,6.21,2000.0
15245,68.0,93.97,6.0,29.7,4.35,1100.0
30580,62.6,77.29,13.0,30.33,6.21,3000.0
13769,62.6,88.0,2.0,30.12,6.21,1700.0
31108,86.0,23.59,5.0,30.03,6.21,3000.0
32740,69.8,64.26,15.0,30.0,6.21,4000.0
35002,68.0,93.97,2.0,30.09,6.21,4000.0
26015,71.6,83.09,5.0,30.09,6.21,3000.0
20975,71.6,68.75,3.0,29.91,6.21,4000.0
30130,80.6,26.22,7.0,30.0,6.21,3000.0
29117,64.4,77.45,2.0,30.15,5.59,1300.0
25353,68.0,82.86,3.0,30.0,2.49,900.0
26681,75.2,64.91,9.0,29.74,6.21,3000.0
40122,69.8,77.9,0.0,29.91,6.21,2000.0
13393,51.8,93.55,2.0,30.24,1.86,200.0
10886,77.0,69.33,2.0,29.94,6.21,2300.0
18411,73.4,78.19,11.0,30.03,6.21,2300.0
24675,69.8,77.9,6.0,30.09,6.21,4000.0
10562,71.6,88.43,4.0,30.0,6.21,4000.0
7600,66.2,88.18,3.0,29.97,2.8,1300.0
7046,82.4,51.21,0.0,29.979231072460635,3.73,3000.0
3594,59.0,93.74,2.0,30.0,6.21,3000.0
22779,53.6,81.87,2.0,30.45,6.21,2500.0
26881,71.6,88.43,3.0,30.06,3.11,300.0
14263,84.2,32.73,7.0,30.03,6.21,4000.0
1014,73.4,83.21,5.0,29.94,4.97,1500.0
37634,80.6,22.81,4.0,30.03,6.21,3000.0
20123,73.4,94.1,2.0,30.18,3.11,1000.0
29171,57.2,87.74,0.0,30.27,4.35,2000.0
22135,48.2,93.45,2.0,30.33,6.21,3000.0
4102,51.8,93.55,0.0,30.3,5.59,2600.0
8110,66.2,93.92,3.0,29.83,3.11,2000.0
18593,69.8,100.0,2.0,30.0,6.21,2000.0
5820,64.4,72.56,4.0,30.24,6.21,3000.0
17147,69.8,94.01,2.0,30.0,6.21,4000.0
18113,68.0,93.97,0.0,30.03,6.21,3000.0
32582,80.6,61.58,2.0,29.94,6.21,2600.0
30086,55.4,87.65,2.0,30.09,2.49,3000.0
32716,73.4,56.88,6.0,29.97,6.21,3500.0
6706,84.2,51.47,6.0,30.0,6.21,3000.0
29641,68.0,72.92,2.0,30.06,6.21,3000.0
5332,64.4,82.62,0.0,30.09,4.97,700.0
36775,64.4,63.6,4.0,30.24,6.21,3000.0
11852,64.4,88.09,8.0,30.12,6.21,3000.0
40515,73.4,73.44,4.0,29.88,4.97,2000.0
19497,64.4,88.09,0.0,30.09,6.21,2000.0
29181,77.0,47.25,5.0,30.21,6.21,4000.0
22353,55.4,100.0,2.0,29.7,0.06,900.0
17059,73.4,94.1,2.0,30.06,3.73,2000.0
4088,71.6,60.44,5.0,30.24,6.21,2000.0
10208,71.6,94.06,2.0,29.91,6.21,1400.0
27151,64.4,93.88,2.0,30.0,4.35,2000.0
1652,86.0,55.04,4.0,30.06,6.21,3000.0
14501,89.6,31.45,5.0,29.88,6.21,3000.0
35940,59.0,93.74,0.0,30.15,6.21,3000.0
21973,64.4,63.6,3.0,30.15,6.21,3000.0
25541,59.0,82.25,2.0,30.0,6.21,3000.0
12591,60.8,82.37,7.0,30.27,3.11,1300.0
8440,68.0,88.26,5.0,29.97,6.21,1000.0
27997,80.6,65.54,2.0,29.94,3.73,1300.0
26963,75.2,78.34,2.0,30.03,6.21,1300.0
2184,66.2,82.74,8.0,30.06,6.21,2000.0
4478,59.0,87.83,2.0,30.36,3.11,1000.0
35787,73.4,60.67,3.0,30.03,6.21,3000.0
38840,60.8,82.37,2.0,30.12,3.73,900.0
33316,68.0,88.26,9.0,29.94,1.24,1500.0
21825,50.0,76.18,5.0,30.21,4.97,1500.0
34952,78.8,65.33,4.0,30.0,4.97,1500.0
29479,68.0,77.75,1.0,30.27,1.86,1100.0
18743,82.4,58.08,2.0,29.97,6.21,3000.0
6548,68.0,45.88,8.0,30.09,6.21,3000.0
11328,64.4,88.09,4.0,30.12,4.97,1500.0
22607,66.2,72.74,2.0,30.3,6.21,3000.0
19315,80.6,50.95,3.0,30.06,6.21,3500.0
33226,73.4,88.51,2.0,30.03,6.21,4000.0
24873,73.4,83.21,4.0,30.03,2.49,1100.0
29043,71.6,49.64,3.0,30.09,6.21,3000.0
7752,60.8,93.79,5.0,30.03,2.49,800.0
5898,59.0,87.83,2.0,30.18,6.21,3000.0
17253,68.0,93.97,5.0,29.97,6.21,1400.0
14191,82.4,28.36,2.0,30.18,6.21,4000.0
7862,68.0,72.92,7.0,30.09,6.21,3000.0
27389,64.4,88.09,3.0,30.09,6.21,1700.0
19449,66.2,93.92,2.0,30.24,6.21,1200.0
3404,60.8,87.92,5.0,30.15,6.21,1000.0
34156,89.6,43.34,7.0,29.91,6.21,4500.0
23487,73.4,60.67,8.0,30.15,6.21,3000.0
28725,80.6,32.18,3.0,30.12,6.21,3000.0
631,73.4,100.0,3.0,30.0,6.21,3000.0
8140,75.2,64.91,4.0,29.8,6.21,3000.0
39670,62.6,82.5,7.0,29.97,6.21,3000.0
6024,78.8,47.52,5.0,30.21,6.21,3000.0
31728,68.0,88.26,5.0,30.12,6.21,3000.0
19705,68.0,100.0,2.0,30.03,6.21,1000.0
2488,78.8,61.36,2.0,30.09,6.21,3000.0
19443,68.0,88.26,9.0,30.21,6.21,2200.0
4652,66.2,55.88,4.0,30.21,6.21,2000.0
28703,80.6,44.8,4.0,30.12,6.21,3000.0
19317,84.2,48.32,3.0,30.0,6.21,3500.0
36365,51.8,66.48,0.0,30.15,6.21,3000.0
40416,75.2,83.32,5.0,29.91,6.21,3500.0
37554,73.4,33.29,3.0,30.3,6.21,3000.0
33516,69.8,88.34,0.0,30.0,6.21,4000.0
7018,71.6,64.48,9.0,30.09,6.21,2500.0
8671,78.8,61.36,0.0,29.85,6.21,3000.0
19689,69.8,100.0,1.0,30.0,1.86,1100.0
18091,71.6,94.06,2.0,30.03,4.35,3000.0
4150,59.0,93.74,0.0,30.36,4.97,1300.0
12971,77.0,44.25,4.0,30.03,6.21,4000.0
40536,68.0,72.92,7.0,29.91,6.21,3000.0
15031,71.6,78.04,5.0,30.03,6.21,2500.0
12985,53.6,100.0,0.0,30.09,3.11,3000.0
7826,68.0,93.97,0.0,30.0,4.35,400.0
40200,84.2,48.32,0.0,30.0,6.21,4000.0
7161,82.4,51.21,1.0,29.83,6.21,4000.0
22947,60.8,77.14,7.0,30.24,6.21,1900.0
10934,78.8,65.33,3.0,30.0,6.21,1700.0
22589,60.8,82.37,4.0,30.33,3.73,3000.0
16075,68.0,93.97,7.0,30.09,6.21,1000.0
26925,71.6,88.43,7.0,30.03,2.49,700.0
1138,69.8,88.34,5.0,30.06,6.21,3000.0
25507,68.0,77.75,9.0,29.88,6.21,1900.0
25799,69.8,82.98,4.0,30.06,6.21,2500.0
19843,68.0,100.0,6.0,30.03,2.49,900.0
36101,59.0,82.25,3.0,30.06,6.21,2000.0
8569,77.0,69.33,10.0,29.97,6.21,2500.0
17093,93.2,43.88,5.0,29.88,6.21,3000.0
37462,59.0,87.83,3.0,30.09,6.21,4500.0
8200,64.4,77.45,0.0,30.06,4.97,1700.0
13357,68.0,52.51,5.0,30.21,6.21,3000.0
40389,80.6,65.54,6.0,29.91,6.21,3000.0
6302,60.8,87.92,0.0,30.12,3.73,1500.0
31690,73.4,49.9,0.0,29.91,6.21,3000.0
1202,73.4,83.21,4.0,30.06,6.21,2000.0
6756,93.2,29.99,4.0,29.88,6.21,4000.0
5366,60.8,87.92,4.0,30.12,6.21,3000.0
11060,77.0,65.12,13.0,30.06,6.21,4000.0
23593,71.6,60.44,2.0,29.88,6.21,3000.0
40581,69.8,64.26,4.0,29.97,6.21,3000.0
16471,77.0,69.33,9.0,29.91,6.21,2000.0
4816,75.2,38.46,4.0,30.24,6.21,3000.0
33582,80.6,47.79,11.0,29.91,6.21,4000.0
30392,66.2,59.74,3.0,30.12,6.21,3000.0
11042,69.8,77.9,8.0,30.15,6.21,3000.0
20219,68.0,82.86,0.0,30.12,5.59,700.0
4366,66.2,45.6,7.0,30.39,6.21,3000.0
1874,64.4,77.45,0.0,30.24,6.21,2000.0
16299,62.6,88.0,5.0,30.06,3.73,1200.0
30992,60.8,67.54,10.0,30.27,6.21,1500.0
18193,71.6,94.06,4.0,30.06,6.21,800.0
24171,66.2,88.18,2.0,30.06,6.21,3000.0
23059,69.8,64.26,11.0,30.21,6.21,3000.0
39439,66.2,82.74,3.0,30.18,4.35,1100.0
23443,93.2,12.34,2.0,29.94,6.21,3000.0
30076,78.8,47.52,4.0,30.09,6.21,3000.0
6274,66.2,59.74,0.0,30.12,6.21,3000.0
11376,64.4,93.88,0.0,30.21,6.21,2500.0
29095,60.8,93.79,4.0,30.15,4.35,3300.0
5574,68.0,56.13,5.0,30.27,6.21,2000.0
15271,68.0,82.86,4.0,30.15,6.21,2000.0
13149,57.2,87.74,2.0,30.09,4.97,4000.0
23881,60.8,82.37,5.0,30.09,6.21,2500.0
31012,68.0,40.0,2.0,30.24,6.21,4000.0
18321,71.6,83.09,2.0,30.0,6.21,3000.0
16943,69.8,88.34,0.0,30.06,6.21,3000.0
25471,69.8,88.34,3.0,29.88,4.97,1500.0
19723,68.0,93.97,5.0,30.03,2.49,800.0
32472,82.4,45.07,15.0,30.03,6.21,3000.0
32080,62.6,77.29,5.0,30.09,6.21,1500.0
39374,62.6,77.29,8.0,29.97,6.21,3000.0
19285,64.4,93.88,2.0,30.06,4.97,1300.0
11626,78.8,61.36,4.0,30.15,6.21,3000.0
39253,73.4,68.94,12.0,30.0,6.21,3500.0
11994,55.4,66.91,2.0,30.03,6.21,3000.0
24893,71.6,88.43,0.0,29.97,6.21,1300.0
11794,80.6,47.79,6.0,29.97,6.21,4000.0
19595,69.8,94.01,3.0,29.97,2.49,900.0
22727,69.8,64.26,2.0,30.12,6.21,3000.0
22927,60.8,82.37,6.0,30.21,4.97,1700.0
34974,77.0,69.33,2.0,29.94,6.21,2500.0
39585,71.6,64.48,5.0,30.0,6.21,2000.0
35318,64.4,82.62,2.0,30.12,6.21,4000.0
4388,66.2,52.25,8.0,30.39,6.21,3000.0
25371,69.8,94.01,4.0,29.91,4.97,500.0
6512,66.2,93.92,0.0,29.88,4.35,1500.0
2972,60.8,93.79,0.0,30.09,6.21,2000.0
35692,62.6,82.5,0.0,30.12,6.21,2000.0
12236,57.2,87.74,1.0,30.15,6.21,3000.0
13527,64.4,72.56,4.0,30.24,6.21,3000.0
31816,80.6,57.84,16.0,30.06,6.21,3500.0
40212,71.6,73.27,1.0,30.0,6.21,1500.0
22949,59.0,82.25,3.0,30.21,6.21,3000.0
26049,73.4,78.19,4.0,30.03,6.21,1700.0
18195,71.6,100.0,5.0,30.06,2.49,1200.0
30414,59.0,76.98,1.0,30.15,6.21,3000.0
18833,71.6,100.0,3.0,30.03,6.21,1000.0
29689,68.0,72.92,6.0,30.39,6.21,2300.0
867,87.8,51.98,7.0,29.83,6.21,2500.0
19957,71.6,73.27,3.0,30.09,6.21,2000.0
19827,69.8,94.01,2.0,30.09,6.21,2000.0
18731,68.0,93.97,3.0,30.0,6.21,2000.0
4638,50.0,93.5,2.0,30.21,6.21,3000.0
16961,71.6,78.04,0.0,30.12,6.21,3000.0
355,82.4,65.74,3.0,29.94,6.21,2500.0
7940,64.4,82.62,2.0,29.91,6.21,2000.0
11242,62.6,88.0,5.0,30.24,2.49,800.0
11652,82.4,39.58,7.0,30.18,6.21,4000.0
36147,60.8,77.14,2.0,30.24,6.21,2300.0
16955,82.4,48.05,13.0,30.06,6.21,3000.0
22791,68.0,45.88,7.0,30.42,6.21,4000.0
3476,66.2,93.92,2.0,30.24,1.86,200.0
17907,89.6,49.1,3.0,30.03,6.21,3000.0
2394,87.8,48.84,6.0,29.94,6.21,3000.0
19543,68.0,82.86,5.0,30.06,6.21,2000.0
19979,68.0,82.86,2.0,30.09,3.73,1300.0
18101,91.4,38.45,11.0,29.94,6.21,4000.0
39348,71.6,46.43,3.0,30.03,6.21,3500.0
30230,84.2,28.63,9.0,30.03,6.21,3500.0
1834,66.2,93.92,3.0,30.09,6.21,2000.0
7014,66.2,77.6,6.0,30.18,6.21,1500.0
16723,68.0,93.97,0.0,29.8,6.21,2000.0
32346,60.8,87.92,2.0,30.12,6.21,2000.0
15625,69.8,82.98,5.0,29.97,6.21,1700.0
19509,80.6,54.3,7.0,30.0,6.21,4500.0
14823,59.0,93.74,4.0,30.03,4.97,1200.0
12208,60.8,87.92,9.0,30.27,6.21,3000.0
4186,62.6,88.0,9.0,30.27,6.21,3600.0
15887,80.6,57.84,3.0,30.03,6.21,3000.0
27737,75.2,78.34,3.0,29.97,6.21,4000.0
34970,71.6,88.43,7.0,30.03,2.49,700.0
15897,62.6,93.83,2.0,30.03,4.97,1900.0
32450,77.0,29.51,6.0,30.03,6.21,3000.0
24385,62.6,72.38,6.0,30.0,6.21,2000.0
18663,71.6,88.43,1.0,29.97,6.21,2000.0
32750,69.8,68.55,3.0,30.12,6.21,2000.0
5316,84.2,39.86,6.0,29.94,6.21,3000.0
34748,75.2,78.34,6.0,29.85,6.21,3000.0
19885,77.0,73.78,4.0,30.06,6.21,2000.0
14453,86.0,28.9,5.0,29.97,6.21,3000.0
9384,75.2,69.14,10.0,29.91,6.21,3000.0
13097,64.4,77.45,0.0,30.15,6.21,4500.0
24055,66.2,88.18,1.0,30.06,4.35,600.0
10448,71.6,94.06,3.0,30.0,3.73,1300.0
5318,77.0,53.8,4.0,29.97,6.21,3000.0
20177,87.8,45.88,8.0,29.83,6.21,4000.0
40341,69.8,100.0,3.0,29.94,4.97,600.0
21275,66.2,88.18,3.0,30.3,3.73,3000.0
34580,66.2,93.92,2.0,29.97,6.21,800.0
40641,82.4,45.07,3.0,29.94,6.21,2500.0
2982,73.4,64.69,5.0,30.12,6.21,2600.0
25115,77.0,61.13,4.0,30.09,6.21,2000.0
1410,82.4,58.08,3.0,29.8,6.21,3000.0
30808,71.6,49.64,8.0,30.0,6.21,2500.0
28261,68.0,88.26,5.0,30.06,6.21,4000.0
12761,60.8,87.92,0.0,30.21,6.21,3000.0
35590,73.4,64.69,2.0,29.97,6.21,2000.0
4336,59.0,72.01,4.0,30.5,6.21,1600.0
34548,80.6,54.3,2.0,30.03,6.21,3000.0
14771,62.6,88.0,5.0,30.03,6.21,3000.0
2628,77.0,57.36,7.0,29.97,6.21,2000.0
15705,62.6,93.83,2.0,30.06,6.21,1000.0
7458,60.8,87.92,2.0,29.88,6.21,2500.0
16253,71.6,83.09,4.0,29.85,6.21,2000.0
40126,82.4,54.55,2.0,29.88,6.21,3500.0
10104,78.8,69.52,17.0,29.94,2.49,2000.0
8827,69.8,73.91634902609485,3.0,30.12,3.73,900.0
7272,66.2,82.74,0.0,29.97,4.97,2000.0
27711,80.6,47.79,5.0,29.97,6.21,4000.0
9061,69.8,94.01,0.0,29.97,3.73,1200.0
29221,73.4,53.29,2.0,30.12,6.21,4000.0
22619,66.2,77.6,0.0,30.36,6.21,3000.0
14739,73.4,60.67,19.0,30.06,6.21,4500.0
17531,73.4,94.1,2.0,30.03,6.21,2000.0
30742,62.6,67.75,1.0,30.3,6.21,3000.0
21565,75.2,53.55,3.0,30.03,6.21,3000.0
2898,64.4,82.62,2.0,30.21,6.21,2500.0
1040,71.6,78.04,4.0,29.94,6.21,3000.0
10580,82.4,65.74,5.0,29.94,6.21,3000.0
25359,86.0,45.61,3.0,29.85,6.21,3000.0
20153,86.0,51.72,2.0,29.94,6.21,4000.0
11356,60.8,93.79,0.0,30.15,0.62,300.0
10834,69.8,94.01,0.0,29.91,6.21,3000.0
11890,78.8,54.05,9.0,30.03,6.21,3000.0
38696,64.4,77.45,13.0,30.15,6.21,2500.0
17925,75.2,78.34,3.0,30.06,6.21,2000.0
40226,66.2,77.6,6.0,30.06,6.21,3500.0
4704,50.0,87.37,5.0,30.3,6.21,1300.0
24515,77.0,57.36,4.0,30.09,6.21,2700.0
32798,71.6,68.75,15.0,30.12,6.21,4500.0
24087,68.0,82.86,4.0,30.06,2.49,700.0
8801,68.0,82.86,2.0,30.03,6.21,2000.0
32678,71.6,78.04,7.0,29.88,6.21,1700.0
25519,62.6,88.0,3.0,29.97,3.11,1200.0
35729,60.8,82.37,3.0,30.06,6.21,3000.0
20651,62.6,93.83,0.0,30.15,1.86,900.0
15391,71.6,88.43,1.0,29.97,6.21,2000.0
35516,75.2,53.55,4.0,30.09,6.21,3000.0
35160,75.2,73.61,2.0,30.03,6.21,4000.0
17417,73.4,94.1,1.0,29.97,4.97,2000.0
30152,77.0,27.53,7.0,30.12,6.21,4000.0
1312,77.0,61.13,5.0,29.97,6.21,2500.0
